Samples,Test,Units,Score,SD,Model,Multiplier,socket,foundry,process_size,transistors,die_size,package,market,production_status,release_date,launch_price,part#,frequency,turbo_clock,base_clock,multiplier,multiplier_unlocked,tdp,codename,generation,memory_support,rated_speed,memory_bus,memory_bandwidth,ecc_memory,pci-express,#_of_cores,#_of_threads,smp_#_cpus,integrated_graphics,cache_l1,cache_l2,cache_l3
8.0,numpy,Score (Average),301,6,Intel Core i7-8550U,1,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,Mobile,Active,"Aug 21st, 2017",,SR3LC,1800 MHz,up to 4 GHz,100 MHz,18.0x,No,15 W,Kaby Lake-R,Core i7  (Kaby Lake-U Refresh),DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),8 MB (shared)
6.0,numpy,Score (Average),300,2,AMD EPYC 7502,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000054,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
10.0,numpy,Score (Average),300,4,AMD EPYC 7552,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$4025,100-000000076,2.2 GHz,up to 3.3 GHz,100 MHz,22.0x,No,200 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,96 KB (per core),512 KB (per core),192 MB (shared)
7.0,numpy,Score (Average),299,6,Intel Core i5-7600K,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA1151,Desktop,Active,"Jan 3rd, 2017",,SR32V,3.8 GHz,up to 4.2 GHz,100 MHz,38.0x,Yes,91 W,Kaby Lake,Core i5  (Kaby Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,HD 630,64 KB (per core),256 KB (per core),6 MB (shared)
10.0,numpy,Score (Average),299,5,AMD EPYC 7532,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1350,100-000000077,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,96 KB (per core),512 KB (per core),32 MB (per die)
10.0,numpy,Score (Average),298,21,Intel Core i3-7100,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA1151,Desktop,Active,"Jan 3rd, 2017",,SR35C,3.9 GHz,,100 MHz,39.0x,No,51 W,Kaby Lake,Core i3  (Kaby Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,No,"Gen 3, 16 Lanes (CPU only)",2,4,1,Intel HD 630,64 KB (per core),256 KB (per core),3 MB (shared)
6.0,numpy,Score (Average),298,20,AMD Ryzen 7 2700 Eight-Core,1,AMD Socket AM4,GlobalFoundries,12 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Apr 19th, 2018",$299,YD2700BBM88AF,3.2 GHz,up to 4.1 GHz,100 MHz,32.0x,Yes,65 W,Zen,Ryzen 7  (Zen+ (Pinnacle Ridge)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB (shared)
10.0,numpy,Score (Average),298,6,AMD EPYC 7662,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
16.0,numpy,Score (Average),297,18,AMD EPYC 7302P,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$825,100-000000049,3 GHz,up to 3.3 GHz,100 MHz,30.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,1.0,,64 KB (per core),512 KB (per core),32 MB (per die)
11.0,numpy,Score (Average),296,6,AMD EPYC 7282,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$650,100-000000078,2.8 GHz,up to 3.2 GHz,100 MHz,28.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
8.0,numpy,Score (Average),294,6,AMD EPYC 7272,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$625,100-000000079,2.9 GHz,up to 3.2 GHz,100 MHz,29.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
9.0,numpy,Score (Average),294,19,AMD Ryzen 7 4700U,1,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,FP6,Mobile,Active,"Jan 6th, 2020",,100-000000083,2000 MHz,up to 4.1 GHz,100 MHz,20.0x,No,15 W,Renoir,Ryzen 7  (Zen 2 (Renoir)),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,Gen 3,8,8,1,Radeon Graphics 448SP,64 KB (per core),512 KB (per core),8 MB (shared)
7.0,numpy,Score (Average),292,7,AMD Ryzen 5 5500U,1,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,FP6,Mobile,Active,"Jan 12th, 2021",,100-000000375,2.1 GHz,up to 4 GHz,100 MHz,21.0x,No,15 W,Lucienne,Ryzen 5  (Zen 2 (Lucienne)),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,"Gen 3, 12 Lanes (CPU only)",6,12,1,Radeon Graphics 448SP,64 KB (per core),512 KB (per core),8 MB (shared)
6.0,numpy,Score (Average),291,13,AMD EPYC 7352,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1350,100-000000077,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,96 KB (per core),512 KB (per core),32 MB (per die)
3.0,numpy,Score (Average),290,290,Intel Xeon Silver 4215R,1,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3HQ BX806734116 CD8067303567200,2.1 GHz,up to 3 GHz,100 MHz,21.0x,No,85 W,Skylake-SP,Xeon Silver  (Skylake-SP),DDR4,,,,Yes,,12.0,24.0,2.0,,64 KB (per core),1 MB (per core),16.5 MB (shared)
5.0,numpy,Score (Average),289,1,Intel Xeon Gold 5217,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,3 GHz,up to 3.6 GHz,100 MHz,30.0x,No,150 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,2933 MT/s,Eight-channel,187.7 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),1 MB (per core),18 MB (shared)
7.0,numpy,Score (Average),289,12,AMD Ryzen 5 2600 Six-Core,1,AMD Socket FT6,TSMC,6 nm,,100 mm²,FT6,Mobile,Active,"May 23rd, 2023",,100-000000773,2.8 GHz,up to 4.3 GHz,100 MHz,28.0x,No,15 W,Mendocino,Ryzen 5  (Zen 2 (Mendocino)),LPDDR5,5500 MT/s,Dual-channel,88.0 GB/s,No,"Gen 3, 4 Lanes (CPU only)",4,8,1,Radeon 610M,64 KB (per core),512 KB (per core),4 MB (shared)
4.0,numpy,Score (Average),286,9,Intel Core i5-6500,1,Intel Socket 1151,Intel,14 nm,,177 mm²,FC-LGA12C,Desktop,End-of-life,"Jul 2nd, 2015",,SR2L6,3.2 GHz,up to 3.6 GHz,100 MHz,32.0x,No,65 W,Skylake,Core i5  (Skylake),DDR4,2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,HD Graphics 530,64 KB (per core),256 KB (per core),6 MB (shared)
3.0,numpy,Score (Average),286,10,AMD Ryzen 5 3400G,1,AMD Socket AM4,GlobalFoundries,12 nm,"4,940 million",210 mm²,µOPGA-1331,Desktop,Active,"Jul 7th, 2019",$149,YD3400C5M4MFH YD3400C5FHBOX,3.7 GHz,up to 4.2 GHz,100 MHz,37.0x,Yes,65 W,Picasso,Ryzen 5  (Zen+ (Picasso)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,Gen 3,4,8,1,Radeon RX Vega 11,96 KB (per core),512 KB (per core),4 MB (shared)
3.0,numpy,Score (Average),286,286,AMD EPYC 7252,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$475,100-000000080,3.1 GHz,up to 3.2 GHz,100 MHz,31.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",8.0,16.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
3.0,numpy,Score (Average),284,284,Intel Xeon Gold 6254,2,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3J5 CD8067303592700,3 GHz,up to 3.7 GHz,100 MHz,30.0x,No,200 W,Skylake-SP,Xeon Gold  (Skylake-SP),DDR4,,,,Yes,,18.0,36.0,4.0,,64 KB (per core),1 MB (per core),24.75 MB (shared)
4.0,numpy,Score (Average),284,4,Intel Xeon E5-1680 v3,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,,Server/Workstation,End-of-life,"Sep 8th, 2014",,QFSS SR20H,3.2 GHz,up to 3.8 GHz,100 MHz,32.0x,Yes,140 W,Haswell-EP,Xeon E5  (Haswell-EP),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),256 KB (per core),20 MB (shared)
3.0,numpy,Score (Average),282,282,Intel Xeon Silver 4214R,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,135 W,Ice Lake-SP,Xeon Silver  (Ice Lake-SP),DDR4,2667 MT/s,Eight-channel,170.7 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),1 MB (per core),24 MB (shared)
11.0,numpy,Score (Average),282,13,Intel Xeon Silver 4216,1,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3HQ BX806734116 CD8067303567200,2.1 GHz,up to 3 GHz,100 MHz,21.0x,No,85 W,Skylake-SP,Xeon Silver  (Skylake-SP),DDR4,,,,Yes,,12.0,24.0,2.0,,64 KB (per core),1 MB (per core),16.5 MB (shared)
8.0,numpy,Score (Average),278,4,AMD Ryzen 7 1800X Eight-Core,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Mar 2nd, 2017",$499,YD180XBCAEWOF,3.6 GHz,up to 4 GHz,100 MHz,36.0x,Yes,95 W,Zen,Ryzen 7  (Zen (Summit Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB
7.0,numpy,Score (Average),273,37,AMD Ryzen 5 2400G,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,950 million",210 mm²,µOPGA-1331,Desktop,Active,"Feb 12th, 2018",$169,YD2400C5M4MFB,3.6 GHz,up to 3.9 GHz,100 MHz,36.0x,Yes,65 W,Raven Ridge,Ryzen 5  (Zen (Raven Ridge)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,"Gen 3, 8 Lanes (CPU only)",4,8,1,Radeon RX Vega 11,96 KB (per core),512 KB (per core),4 MB (shared)
5.0,numpy,Score (Average),272,6,Intel Celeron G5900,1,Intel Socket 1200,Intel,14 nm,,,FC-LGA1200,Desktop,Active,"Apr 30th, 2020",,SRH44,3.4 GHz,,100 MHz,34.0x,No,58 W,Comet Lake,Celeron  (Comet Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,"Gen 3, 16 Lanes (CPU only)",2,2,1,UHD 610,64 KB (per core),256 KB (per core),2 MB (shared)
5.0,numpy,Score (Average),271,7,AMD Ryzen 3 1300X,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Jul 27th, 2017",$129,YD130XBBM4KAE YD130XBBAEBOX,3.4 GHz,up to 3.7 GHz,100 MHz,34.0x,Yes,65 W,Zen,Ryzen 3  (Zen (Summit Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",4.0,4.0,1.0,,96 KB (per core),512 KB (per core),8 MB (shared)
3.0,numpy,Score (Average),270,8,Intel Xeon Gold 5218,2,Intel Socket 4189,Intel,14 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,SRJY3 CD8070604481600,2.5 GHz,up to 3.8 GHz,100 MHz,25.0x,No,150 W,Cooper Lake-SP,Xeon Gold  (Cooper Lake-SP),DDR4,2667 MT/s,Six-channel,128.0 GB/s,Yes,"Gen 3, 48 Lanes (CPU only)",18.0,36.0,4.0,,64 KB (per core),1 MB (per core),24.75 MB (shared)
15.0,numpy,Score (Average),270,7,AMD Ryzen 5 4500U,1,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,FC-BGA1140,Mobile,Active,"Jan 6th, 2020",,100-000000084,2.3 GHz,up to 4 GHz,100 MHz,23.0x,No,15 W,Renoir,Ryzen 5  (Zen 2 (Renoir)),"DDR4, LPDDR4",3200 MT/s,Dual-channel,51.2 GB/s,No,"Gen 3, 12 Lanes (CPU only)",6,6,1,Radeon Graphics 384SP,64 KB (per core),512 KB (per core),8 MB (shared)
5.0,numpy,Score (Average),268,21,Intel Core i7-,1,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,Mobile,End-of-life,"Aug 21st, 2019",,unknown,1800 MHz,up to 4.9 GHz,100 MHz,18.0x,No,25 W,Comet Lake-U,Core i7  (Comet Lake-U),"DDR3, DDR4",,,,No,,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),8 MB (shared)
11.0,numpy,Score (Average),268,6,AMD EPYC 7232P,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$450,100-000000081,3.1 GHz,up to 3.2 GHz,100 MHz,31.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),512 KB (per core),16 MB (per die)
5.0,numpy,Score (Average),268,2,Intel Core i7-5960X,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,,Desktop,End-of-life,"Sep 1st, 2014",,SR20Q,3 GHz,up to 3.5 GHz,100 MHz,30.0x,Yes,140 W,Haswell-E,Core i7 Extreme  (Haswell-E),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,No,"Gen 3, 40 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),256 KB (per core),20 MB (shared)
3.0,numpy,Score (Average),266,1,Intel Core i7-4770K,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,End-of-life,"Jun 2nd, 2013",$350,SR147,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,Yes,84 W,Haswell,Core i7  (Haswell),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4600,64 KB (per core),256 KB (per core),8 MB (shared)
4.0,numpy,Score (Average),265,6,Intel Xeon Platinum 8253,1,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Dec 11th, 2018",,SRF93 CD8069504194601,2.2 GHz,up to 3 GHz,100 MHz,22.0x,No,125 W,Cascade Lake-SP,Xeon Platinum  (Cascade Lake-SP),DDR4,,,,Yes,,16.0,32.0,8.0,,64 KB (per core),1 MB (per core),22 MB (shared)
6.0,numpy,Score (Average),264,12,Intel Core i5-4670,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,unknown,"Jun 2nd, 2013",,SR14D,3.4 GHz,up to 3.8 GHz,100 MHz,34.0x,No,84 W,Haswell,Core i5  (Haswell),DDR3,,Dual-channel,,No,Gen 3,4,4,1,Intel HD 4600,64 KB (per core),256 KB (per core),6 MB (shared)
12.0,numpy,Score (Average),263,10,AMD Ryzen 7 1700 Eight-Core,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Mar 2nd, 2017",$329,YD1700BBAEBOX,3 GHz,up to 3.7 GHz,100 MHz,30.0x,Yes,65 W,Zen,Ryzen 7  (Zen (Summit Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB (shared)
5.0,numpy,Score (Average),261,20,Intel Core i7-6700HQ,1,Intel BGA 1364,Intel,22 nm,"1,400 million",264 mm²,FC-BGA1364,Mobile,End-of-life,"May 27th, 2013",,SR15E,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,47 W,Crystalwell,Core i7  (Crystal Well),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4600,64 KB (per core),256 KB (per core),6 MB (shared)
5.0,numpy,Score (Average),258,6,Intel Xeon E5-2687W v3,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,FC-LGA12A,Server/Workstation,End-of-life,"Sep 8th, 2014",$2141,SR1Y6,3.1 GHz,up to 3.5 GHz,100 MHz,31.0x,No,160 W,Haswell-EP,Xeon E5  (Haswell-EP),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",10.0,20.0,2.0,,64 KB (per core),256 KB (per core),25 MB (shared)
3.0,numpy,Score (Average),258,8,AMD Ryzen 7 1700X Eight-Core,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Mar 2nd, 2017",$399,YD170XBCAEWOF,3.4 GHz,up to 3.8 GHz,100 MHz,34.0x,Yes,95 W,Zen,Ryzen 7  (Zen (Summit Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB (shared)
3.0,numpy,Score (Average),258,6,Intel Xeon Gold 6254,4,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3J5 CD8067303592700,3 GHz,up to 3.7 GHz,100 MHz,30.0x,No,200 W,Skylake-SP,Xeon Gold  (Skylake-SP),DDR4,,,,Yes,,18.0,36.0,4.0,,64 KB (per core),1 MB (per core),24.75 MB (shared)
13.0,numpy,Score (Average),257,4,AMD EPYC 7601,1,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7601BDVIHAF,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
3.0,numpy,Score (Average),253,15,AMD Athlon 3000G,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,950 million",210 mm²,µOPGA-1331,Desktop,Active,"Nov 20th, 2019",$49,YD3000C6M2OFB YD3000C6FBCBX YD3000C6FBMPK,3.5 GHz,,100 MHz,35.0x,Yes,35 W,Zen,Athlon  (Zen (Raven Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 8 Lanes (CPU only)",2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared)
3.0,numpy,Score (Average),253,1,Intel Xeon E3-1235L v5,1,Intel Socket 1151,Intel,14 nm,"1,750 million",122 mm²,FC-LGA14C,Server/Workstation,End-of-life,"Oct 19th, 2015",$250,SR2LM,2000 MHz,up to 3 GHz,100 MHz,20.0x,No,25 W,Skylake-DT,Xeon E3  (Skylake-DT),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",4,4,1,HD Graphics P530,64 KB (per core),256 KB (per core),8 MB (shared)
8.0,numpy,Score (Average),252,10,AMD EPYC 7601,2,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7601BDVIHAF,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
5.0,numpy,Score (Average),251,12,AMD Ryzen 3 2200G,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,950 million",210 mm²,µOPGA-1331,Desktop,Active,"Feb 12th, 2018",$99,YD2200C5M4MFB YD2200C5FBBOX YD2200C5FBMPK,3.5 GHz,up to 3.7 GHz,100 MHz,35.0x,Yes,65 W,Raven Ridge,Ryzen 3  (Zen (Raven Ridge)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,"Gen 3, 8 Lanes (CPU only)",4,4,1,Radeon Vega 8,96 KB (per core),512 KB (per core),4 MB (shared)
3.0,numpy,Score (Average),249,29,AMD Ryzen 3 3200G,1,AMD Socket AM4,GlobalFoundries,12 nm,"4,940 million",210 mm²,µOPGA-1331,Desktop,Active,"Jul 7th, 2019",,YD3200C5M4MFH YD3200C5FHBOX,3.6 GHz,up to 4 GHz,100 MHz,36.0x,Yes,65 W,Picasso,Ryzen 3  (Zen+ (Picasso)),DDR4,,Dual-channel,,No,Gen 3,4,4,1,Radeon Vega 8,96 KB (per core),512 KB (per core),4 MB (shared)
3.0,numpy,Score (Average),240,21,Intel Xeon E5-2678 v3,2,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,FC-LGA12A,Server/Workstation,End-of-life,2015,,SR20Z,2.5 GHz,up to 3.3 GHz,100 MHz,25.0x,No,120 W,Haswell-EP,Xeon E5  (Haswell-EP),"DDR3, DDR4",2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),256 KB (per core),30 MB (shared)
3.0,numpy,Score (Average),223,19,Intel Xeon E5-2680 v2,2,Intel Socket 2011,Intel,22 nm,"1,400 million",160 mm²,,Server/Workstation,unknown,"Sep 1st, 2013",,SR1A6,2.8 GHz,up to 3.6 GHz,100 MHz,28.0x,No,115 W,Ivy Bridge-EP,Xeon E5  (Ivy Bridge-EP),DDR3,,Quad-channel,,Yes,Gen 3,10.0,20.0,2.0,,64 KB (per core),256 KB (per core),25 MB (shared)
4.0,numpy,Score (Average),222,6,Intel Core i7-4960X,1,Intel Socket 2011,Intel,22 nm,"1,860 million",257 mm²,FC-LGA10,Desktop,Active,"Sep 3rd, 2013",,SR1AS,3.6 GHz,up to 4 GHz,100 MHz,36.0x,Yes,130 W,Ivy Bridge-E,Core i7 Extreme  (Ivy Bridge-E),DDR3,,Quad-channel,,No,Gen 3,6.0,12.0,1.0,,64 KB (per core),256 KB (per core),15 MB (shared)
12.0,numpy,Score (Average),219,5,AMD Ryzen 3 3200U,1,AMD Socket FP5,GlobalFoundries,14 nm,"4,940 million",210 mm²,FP5,Mobile,Active,"Jan 6th, 2019",,YM3200C4T2OFG,2.6 GHz,up to 3.5 GHz,100 MHz,26.0x,No,15 W,Raven Ridge,Ryzen 3  (Zen (Raven Ridge)),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,No,Gen 3,2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared)
3.0,numpy,Score (Average),214,22,Intel Core i7-5600U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$393,SR23V,2.6 GHz,up to 3.2 GHz,100 MHz,26.0x,No,15 W,Broadwell-U,Core i7  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),4 MB (shared)
4.0,numpy,Score (Average),208,9,Intel Core i5-5300U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$315,SR23X,2.3 GHz,up to 2.9 GHz,100 MHz,23.0x,No,15 W,Broadwell-U,Core i5  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared)
5.0,numpy,Score (Average),207,2,Intel Core i5-3470,1,Intel Socket 1155,Intel,22 nm,"1,400 million",160 mm²,FC-LGA12C,Desktop,End-of-life,"Jun 1st, 2012",$184,SR0T8,3.2 GHz,up to 3.6 GHz,100 MHz,32.0x,No,77 W,Ivy Bridge,Core i5  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Intel HD 2500,64 KB (per core),256 KB (per core),6 MB (shared)
